x1,x2,y
cat15,0.400410944130272,0
cat9,0.660494713578373,1
cat32,0.214249182492495,0
cat16,0.227040495257825,0
cat28,0.90625762171112,1
cat5,0.577033919049427,1
cat31,0.30526625411585,0
cat5,0.444497083546594,0
cat8,0.583768427139148,0
cat32,0.304977477528155,0
cat3,0.249238067539409,0
cat31,0.847316133789718,0
cat30,0.839448768179864,0
cat33,0.202378455083817,0
cat21,0.192113402066752,1
cat34,0.76302279625088,1
cat3,0.443153619999066,0
cat11,0.200988238910213,0
cat43,0.0167004137765616,0
cat34,0.693029451416805,1
cat26,0.273048474220559,0
cat41,0.0521233573090285,0
cat33,0.941890089772642,0
cat23,0.975002502789721,1
cat25,0.207467794883996,0
cat12,0.292381129227579,0
cat41,0.032765282317996,1
cat19,0.27545179775916,0
cat22,0.866195410490036,1
cat2,0.827242902014405,0
cat34,0.555377440759912,1
cat28,0.702403102070093,1
cat37,0.846411554608494,1
cat38,0.755964656593278,0
cat36,0.690488772699609,0
cat27,0.785129259340465,1
cat11,0.53932490106672,0
cat43,0.237677686382085,1
cat11,0.417136376723647,0
cat33,0.560900839045644,0
cat19,0.104274715762585,1
cat42,0.768488271394745,1
cat27,0.87732778978534,1
cat42,0.144192837877199,1
cat35,0.255742638139054,0
cat10,0.374692363897339,0
cat32,0.47040678258054,1
cat5,0.292643990600482,0
cat6,0.10925022768788,0
cat31,0.956430363468826,1
cat45,0.519928427645937,1
cat10,0.120689123403281,0
cat39,0.440409698523581,1
cat21,0.246857267105952,0
cat30,0.489625358022749,0
cat35,0.591304561821744,1
cat37,0.152680205181241,0
cat4,0.00434262305498123,0
cat12,0.720375570934266,1
cat22,0.471612612949684,0
cat29,0.594179662643,1
cat29,0.542276276042685,1
cat37,0.305972273694351,1
cat40,0.358894458273426,0
cat17,0.570918761193752,1
cat35,0.288519570371136,1
cat20,0.500517124542966,1
cat6,0.392326658125967,1
cat7,0.845357759855688,1
cat11,0.535903566051275,0
cat8,0.0366832197178155,0
cat19,0.622533194953576,1
cat42,0.306473767850548,0
cat23,0.370155656710267,1
cat12,0.539268653606996,0
cat19,0.502334946068004,1
cat20,0.929549239110202,0
cat12,0.692654946586117,0
cat23,0.334968489827588,0
cat29,0.333952709566802,1
cat42,0.604544149013236,0
cat2,0.0569580332376063,0
cat10,0.392820738721639,1
cat26,0.804929546779022,1
cat29,0.928576535079628,1
cat23,0.480897545581684,0
cat15,0.333518435247242,0
cat10,0.824034977471456,1
cat5,0.597223213408142,1
cat34,0.350176407955587,1
cat5,0.731199486646801,1
cat31,0.652136823628098,1
cat40,0.561892958590761,1
cat10,0.92158036143519,1
cat20,0.842748729977757,1
cat44,0.296498804818839,0
cat27,0.468544161645696,0
cat21,0.747995294863358,1
cat38,0.693838018691167,1
cat39,0.350071351742372,0
cat45,0.288859268650413,0
cat26,0.285744628403336,0
cat19,0.759308531181887,1
cat27,0.255111216334626,0
cat22,0.114173908019438,0
cat27,0.521098998840898,1
cat25,0.0173764808569103,1
cat30,0.769210990751162,1
cat10,0.761974623659626,0
cat18,0.571858669864014,0
cat4,0.479319670936093,0
cat45,0.715578966075554,1
cat28,0.3883285545744,0
cat42,0.535428124014288,0
cat29,0.0382045609876513,0
cat31,0.535685556475073,1
cat15,0.715895774308592,0
cat9,0.544980416540056,1
cat6,0.193588785361499,0
cat9,0.679051747778431,1
cat24,0.979342429433018,0
cat42,0.171158286277205,1
cat5,0.775835397886112,0
cat38,0.486693691462278,1
cat3,0.253018449759111,0
cat27,0.826122897211462,1
cat28,0.88284862274304,1
cat41,0.929387795971707,1
cat26,0.743431662674993,0
cat39,0.3446326602716,0
cat2,0.019611700437963,0
cat34,0.713735275669023,1
cat28,0.819783633342013,1
cat4,0.468817811692134,0
cat27,0.528895891038701,1
cat28,0.536512222373858,1
cat28,0.145068378653377,0
cat27,0.444638526067138,0
cat37,0.567071862285957,1
cat31,0.584402889478952,1
cat43,0.172900067875162,0
cat1,0.160946142394096,0
cat22,0.639209371525794,1
cat42,0.817894264357165,1
cat1,0.411008237162605,0
cat12,0.350158205721527,0
cat35,0.104996962705627,0
cat1,0.702396699460223,0
cat18,0.377736906986684,0
cat12,0.749170831404626,0
cat18,0.529366162605584,1
cat39,0.498122433200479,0
cat36,0.475464732851833,0
cat34,0.0402893971186131,0
cat10,0.0952467643655837,0
cat40,0.90378194116056,1
cat26,0.221102917101234,0
cat20,0.603990904986858,1
cat17,0.0330884309951216,0
cat1,0.5672431292478,0
cat4,0.0970467848237604,0
cat12,0.676950993947685,1
cat1,0.460318914148957,1
cat37,0.998880214756355,1
cat25,0.546187872998416,0
cat42,0.132662506774068,0
cat36,0.538924329681322,1
cat38,0.652076307218522,1
cat19,0.559304037131369,1
cat8,0.818963191239163,1
cat10,0.689007387496531,0
cat34,0.94499035528861,0
cat17,0.0827663545496762,0
cat29,0.610278023174033,1
cat43,0.849558162968606,1
cat27,0.728034646715969,1
cat16,0.489391762763262,0
cat1,0.0381064831744879,0
cat26,0.0433347406797111,0
cat25,0.475202878471464,0
cat14,0.94021732872352,1
cat29,0.0123223215341568,1
cat14,0.995674618752673,0
cat13,0.841652495553717,0
cat1,0.956583009567112,0
cat39,0.772899342468008,1
cat29,0.0404528090730309,0
cat40,0.928171473788098,1
cat12,0.0153576072771102,0
cat30,0.152053626719862,1
cat2,0.647353408625349,1
cat30,0.781995111145079,1
cat1,0.563624611590058,0
cat41,0.259969922015443,0
cat34,0.628668596036732,1
cat31,0.837309623602778,0
cat33,0.675715420860797,1
cat4,0.677813787013292,0
cat6,0.19776920741424,0
cat42,0.171138445613906,0
cat4,0.0123669353779405,0
cat20,0.536948019871488,1
cat14,0.0967392579186708,0
cat18,0.146261299960315,0
cat37,0.232546258950606,1
cat26,0.46186637156643,1
cat36,0.971271952847019,1
cat28,0.641090005170554,1
cat7,0.70699679129757,1
cat41,0.276004646671936,1
cat24,0.0659716131631285,1
cat31,0.0453671594150364,1
cat22,0.273881387198344,0
cat8,0.669411895796657,0
cat34,0.325304587371647,1
cat38,0.482434913516045,1
cat5,0.112035972066224,0
cat8,0.244645022787154,0
cat5,0.680082221282646,1
cat27,0.647488075541332,1
cat7,0.604546168120578,0
cat30,0.112874396145344,1
cat45,0.845207012724131,1
cat18,0.441184644354507,1
cat11,0.414419495267794,0
cat16,0.508541478775442,0
cat15,0.224275480490178,0
cat24,0.17244908423163,0
cat31,0.32647001137957,0
cat18,0.681184541201219,1
cat28,0.593559163156897,1
cat36,0.59681085916236,1
cat4,0.0479979156516492,0
cat9,0.643141367239878,1
cat12,0.563864676747471,0
cat37,0.850518635474145,1
cat2,0.0325547789689153,0
cat20,0.599799092626199,1
cat25,0.78706284519285,1
cat22,0.998780371854082,1
cat29,0.860777670517564,0
cat30,0.633935674559325,1
cat41,0.430002047447488,1
cat35,0.974498544586822,1
cat44,0.0908861476927996,0
cat28,0.511531524825841,1
cat2,0.503719103755429,0
cat24,0.955088853137568,1
cat16,0.882220009574667,0
cat13,0.973942404612899,0
cat24,0.437656280817464,0
cat17,0.370939353946596,0
cat40,0.136179568013176,1
cat13,0.246565627399832,0
cat13,0.777067254064605,1
cat14,0.0561203011311591,0
cat43,0.849202007520944,1
cat8,0.800924489274621,0
cat33,0.487094161566347,0
cat7,0.0939798627514392,0
cat24,0.543894994305447,1
cat45,0.299974557710811,1
cat23,0.69261292857118,1
cat18,0.995327405864373,1
cat36,0.637539830757305,0
cat34,0.664697909262031,1
cat40,0.987096490804106,1
cat24,0.887131847441196,1
cat29,0.0081045706756413,0
cat9,0.48021018714644,0
cat1,0.0457344201859087,0
cat10,0.559297864558175,1
cat35,0.133298966800794,1
cat40,0.92189792287536,1
cat27,0.130776937585324,0
cat32,0.152861253824085,0
cat43,0.12518004514277,0
cat43,0.563258811831474,1
cat2,0.764652726938948,0
cat13,0.579144899500534,0
cat10,0.964200468501076,1
cat25,0.905428807716817,1
cat40,0.10184244858101,1
cat23,0.920961325988173,0
cat30,0.389755026670173,0
cat32,0.97175450460054,1
cat26,0.321970822056755,0
cat33,0.156556143192574,0
cat26,0.325750800780952,0
cat23,0.760764926206321,1
cat29,0.442030155332759,1
cat20,0.587844259804115,1
cat22,0.934330867370591,1
cat37,0.908489235676825,1
cat35,0.741024242248386,0
cat12,0.906419096747413,1
cat18,0.87389771360904,1
cat4,0.0768207495566458,0
cat24,0.439776164246723,0
cat20,0.969647581456229,1
cat37,0.630448668962345,0
cat15,0.614133351715282,1
cat35,0.0463662773836404,0
cat4,0.926679378375411,1
cat26,0.0445643865969032,0
cat42,0.30035355174914,0
cat41,0.445303553249687,0
cat6,0.175721562467515,0
cat16,0.0686210317071527,0
cat40,0.00993264652788639,1
cat20,0.119590604212135,1
cat2,0.728263997239992,1
cat38,0.190482165431604,0
cat2,0.361080635106191,0
cat16,0.178569675423205,0
cat12,0.609015373745933,1
cat21,0.905897511634976,1
cat25,0.459838188020512,0
cat31,0.807257207110524,1
cat17,0.101155878277496,0
cat29,0.991609471384436,0
cat5,0.983283392852172,0
cat26,0.058091935236007,1
cat29,0.161984571255744,0
cat30,0.0400452641770244,1
cat36,0.495450141839683,0
cat32,0.776410486083478,1
cat3,0.551632399205118,0
cat45,0.0890379929915071,0
cat41,0.183337083319202,0
cat13,0.709480407414958,1
cat43,0.027262405725196,0
cat8,0.1798207804095,0
cat27,0.211244070669636,1
cat12,0.197294640820473,0
cat20,0.644194424618036,1
cat6,0.126825536601245,0
cat19,0.795010577654466,1
cat43,0.954768761526793,1
cat22,0.213585510849953,0
cat25,0.0543336267583072,0
cat33,0.677743464242667,1
cat19,0.26966411457397,0
cat14,0.777838179608807,1
cat11,0.332785964710638,0
cat1,0.0960276124533266,1
cat17,0.295950385043398,1
cat44,0.752271554898471,0
cat28,0.985186776146293,1
cat31,0.318605313077569,0
cat1,0.144759696675465,0
cat39,0.31063557905145,1
cat11,0.587320171063766,1
cat14,0.310710864840075,0
cat28,0.353332159342244,0
cat45,0.704925185069442,1
cat40,0.104022406972945,0
cat1,0.542832220904529,1
cat29,0.41620592516847,1
cat34,0.840953800361603,1
cat32,0.8687168948818,1
cat21,0.432003688300028,0
cat10,0.116238959832117,0
cat20,0.470280109904706,0
